taxon,locus_counts, total_chars, missing_data,proportion_missing_data,gc_content,at_content,nucleotides,?,-,A,C,G,T,N,R,Y,S,W,K,M,B,D,H,V,.
Crocidura_australis_Bawakaraeng_NMV_Z57223_KCR2954,811,1117896,853411,0.7634082240208392,0.09532550434029641,0.14126627163886443,0.23659177597916084,0,853411,80059,52590,53974,77862,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_balete_Buliohuto_LSUMZ38264,3062,4266727,1230217,0.2883280322364192,0.27701116101405127,0.43466080674952956,0.7116719677635809,0,1230217,931412,591085,590846,923167,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_balete_Dako_LSUMZ36946,1969,2719568,1592966,0.5857422943643991,0.16867789295947003,0.2455798126761309,0.41425770563560094,0,1592966,334112,230055,228676,333759,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_balete_Dako_LSUMZ36951,1973,2700839,1719853,0.6367847176377415,0.14704763964086714,0.21616764272139138,0.36321528236225853,0,1719853,292734,198184,198968,291100,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_brevicauda_Latimojong_MVZ237616,3106,4311872,1039927,0.24117761380671782,0.2956173096047378,0.4632050765885444,0.7588223861932821,0,1039927,1001226,638116,636548,996055,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_brevicauda_MVZ237632,2906,4084106,1017592,0.2491590570861775,0.29350903233167797,0.45733191058214456,0.7508409429138225,0,1017592,937747,599861,598861,930045,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_brevicauda_MVZ237633,3072,4283746,1431055,0.3340662588304722,0.26041296566136274,0.40552077550816507,0.6659337411695277,0,1431055,871652,559244,556299,865496,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_caudicrassa_Gandangdewata_MZB34793_NMV_Z21753,2870,3967351,1888366,0.47597653950961233,0.20727709748897943,0.31674636300140824,0.5240234604903876,0,1888366,630004,411121,411220,626640,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_caudicrassa_Gandangdewata_MZB34804_NMV_Z21835,2989,4132396,2085473,0.5046643642090448,0.19656368847516065,0.29877194731579454,0.4953356357909552,0,2085473,618473,405731,406548,616171,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_caudipilosa_Bawakaraeng_NMV_Z57044_KCR2849,1017,1394624,998767,0.716155035335689,0.11833583819007848,0.1655091264742325,0.283844964664311,0,998767,115962,81858,83176,114861,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_caudipilosa_Buliohuto_LSUMZ38289,1565,2159366,1234731,0.5718025568615973,0.1763253658712789,0.2518720772671238,0.42819744313840263,0,1234731,273125,190253,190498,270759,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_caudipilosa_Katopasa_MZB39871_NMV_Z62416,3123,4392224,2501892,0.5696184894030906,0.17422881893091063,0.2561526916659988,0.43038151059690943,0,2501892,563444,383559,381693,561636,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_caudipilosa_Rorekatimbo_FMNH213246,2996,4131760,1950865,0.47216319437721455,0.20903392258988907,0.3188028830328964,0.5278368056227855,0,1950865,661588,432651,431027,655629,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_elongata_Ambang_LSUMZ39014,3138,4402268,1943503,0.4414776656032754,0.21980056643530108,0.3387217679614235,0.5585223343967246,0,1943503,747764,483685,483936,743380,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_elongata_Ambang_LSUMZ39016,3062,4294056,1559202,0.3631070484409146,0.25120329124724966,0.3856896603118357,0.6368929515590854,0,1559202,830474,539995,538686,825699,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_elongata_Buliohuto_LSUMZ38252,2381,3321325,1730958,0.5211648965397846,0.18912120915598443,0.289713894304231,0.4788351034602154,0,1730958,481993,313419,314714,480241,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_elongata_Buliohuto_LSUMZ38253,2533,3529508,1990579,0.5639820054239855,0.17787889983533114,0.2581390947406834,0.43601799457601453,0,1990579,456107,314041,313784,454997,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_elongata_Dako_LSUMZ36906,3019,4230664,1590711,0.37599558839936237,0.24489418209529284,0.3791102295053448,0.6240044116006376,0,1590711,805685,518819,517246,798203,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_elongata_Dako_LSUMZ36907,2947,4150799,1559703,0.37575970313185486,0.24629378584701403,0.37794651102113114,0.6242402968681452,0,1559703,786116,511913,510403,782664,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_elongata_Temboan_PARATYPE_USNM217535,1672,2463757,1942428,0.7884008041377457,0.08534892036836425,0.12625027549389004,0.21159919586225429,0,1942428,154966,105796,104483,156084,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_lea_Buliohuto_LSUMZ38254,2554,3553043,1876346,0.5280954944817724,0.18712776625557304,0.28477673926265457,0.4719045055182276,0,1876346,507205,332446,332427,504619,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_lea_Dako_LSUMZ36949,3347,4606675,2395534,0.5200136758073882,0.1891066767245356,0.2908796474680762,0.47998632419261184,0,2395534,671470,436805,434348,668518,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_lea_Temboan_HOLOTYPE_USNM217553,1468,2224333,1813808,0.8154390552134055,0.07473251532032299,0.10982842946627146,0.18456094478659446,0,1813808,120987,84046,82184,123308,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_levicula_Rorekatimbo_FMNH213271,1461,2077655,1448018,0.6969482421287461,0.12374672407112827,0.17930503380012563,0.3030517578712539,0,1448018,187711,129013,128090,184823,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_levicula_Tompotika_FMNH213346,2788,3867118,2048240,0.5296554178072663,0.18676001094355021,0.2835845712491835,0.47034458219273373,0,2048240,550604,361395,360828,546051,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_levicula_Tompotika_FMNH213357,1458,1980887,1243969,0.6279858467444129,0.1535902855639923,0.21842386769159472,0.372014153255587,0,1243969,216949,151829,152416,215724,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_levicula_Torompupu_LSUMZ39446,2986,4178361,920292,0.22025191217321816,0.30256576681622294,0.4771823210105589,0.7797480878267818,0,920292,998378,633179,631050,995462,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_mediocra_Balease_FMNH210569,2133,2956023,1619137,0.5477416785999297,0.18004088601475698,0.2722174353853133,0.4522583214000703,0,1619137,402729,265839,266366,401952,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_mediocra_MVZ238110,2925,4098106,1288698,0.3144618514015987,0.2683320050774675,0.4172061435209338,0.6855381485984013,0,1288698,856561,550858,548795,853194,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_mediocra_Mekongga_MWFB8134,2708,3888811,1976995,0.5083803249887948,0.19477932972314674,0.29684034528805847,0.49161967501120524,0,1976995,577587,380018,377442,576769,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_mediocra_SaluTiwo_FMNH218615,2165,3019654,1978486,0.6552028808598601,0.13830491837806583,0.20649220076207406,0.3447971191401399,0,1978486,312543,207718,209915,310992,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_microelongata_Gandangdewata_FMNH218546,2535,3698107,2308146,0.6241425680760454,0.14906302062109072,0.22679441130286387,0.3758574319239546,0,2308146,418804,276085,275166,419906,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_microelongata_Gandangdewata_MZB38473_FMNH218971,2706,3899328,2378874,0.6100728125461617,0.15384497021025162,0.23608221724358658,0.3899271874538382,0,2378874,461790,300568,299324,458772,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_microelongata_Latimojong_FMNH212990,2804,3881204,1653387,0.42599847882255093,0.22647920593712673,0.34752231524032234,0.5740015211774491,0,1653387,675662,439338,439674,673143,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_microelongata_Latimojong_FMNH213005,3305,4573008,2017026,0.4410720471077243,0.21839585673149928,0.34053209616077645,0.5589279528922757,0,2017026,781713,499662,499064,775543,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_microelongata_Rorekatimbo_FMNH213158,2720,3873517,2208751,0.5702184861974273,0.17346483828520695,0.25631667551736576,0.4297815138025727,0,2208751,497468,336298,335621,495379,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_musseri_Rorekatimbo_FMNH213253,1818,2480905,1500136,0.6046728915456255,0.16353911173543526,0.23178799671893927,0.3953271084543745,0,1500136,288644,203253,202472,286400,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_musseri_Rorekatimbo_FMNH213263,829,1128805,681386,0.6036348173510925,0.1644925385695492,0.23187264407935826,0.39636518264890747,0,681386,131159,91839,93841,130580,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_nigripes_Buliohuto_LSUMZ38292,3098,4331287,1711927,0.395246724587865,0.23690556640555105,0.367847709006584,0.604753275412135,0,1711927,799153,514605,511501,794101,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_nigripes_LSUMZ39278,2702,3899750,1942563,0.4981250080133342,0.19632745688826206,0.30554753509840377,0.5018749919866659,0,1942563,596926,383594,382034,594633,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_nigripes_LSUMZ39279,2629,3716294,1792459,0.48232432633155503,0.2042564447269242,0.3134192289415208,0.5176756736684449,0,1792459,584199,380720,378357,580559,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_nigripes_SaluTiwo_FMNH218704,2239,3115914,2001826,0.6424522628031454,0.14426168373068063,0.21328605346617396,0.3575477371968546,0,2001826,333036,224501,225006,331545,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_normalis_Gandangdewata_FMNH218607,2772,3976211,2294059,0.5769459920512267,0.16762742218659926,0.2554265857621741,0.42305400794877335,0,2294059,508483,333733,332789,507147,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_normalis_Katopasa_NMV_Z61813_KCR3108,3049,4282314,1556432,0.36345583252419134,0.2522374585329334,0.3843067089428753,0.6365441674758087,0,1556432,823963,540331,539829,821759,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_normalis_Latimojong_FMNH213011,1043,1479801,1124519,0.759912312533915,0.09985937298325924,0.14022831448282574,0.24008768746608497,0,1124519,104412,73213,74559,103098,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_normalis_Mekongga_MWFB8151,1662,2291039,1525446,0.6658315288390988,0.13114661077353987,0.20302186038736136,0.33416847116090126,0,1525446,233650,149864,150598,231481,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_normalis_Mekongga_MWFB8154,2249,3178891,2157693,0.6787565223217783,0.12242728674874351,0.19881619092947825,0.32124347767822176,0,2157693,317246,194398,194785,314769,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_normalis_Rorekatimbo_FMNH213184,976,1317345,814807,0.6185221031696329,0.1596423108601012,0.22183558597026595,0.38147789683036715,0,814807,145435,105097,105207,146799,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_ordinarius_Gandangdewata_FMNH218726,1649,2293189,1651665,0.7202480911952743,0.11641125088250467,0.16334065792222097,0.27975190880472567,0,1651665,188973,133633,133320,185598,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_ordinarius_Gandangdewata_MZB34871_NMV_Z21825,3037,4210409,1847575,0.4388112888795364,0.2207913767997361,0.3403973343207275,0.5611887111204636,0,1847575,718641,465024,464598,714571,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_ordinarius_Torompupu_NMV_Z62193_KCR3349,3096,4327085,1634882,0.37782525649484583,0.2436816008929799,0.37849314261217426,0.6221747435051541,0,1634882,821712,528164,526267,816060,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pallida_Balease_FMNH210580,2653,3673204,1916505,0.5217529437515586,0.1899352717681893,0.28831178448025213,0.47824705624844144,0,1916505,530674,349230,348441,528354,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pallida_Balease_FMNH210608,3016,4164102,2028592,0.4871619379160261,0.20191172070232669,0.3109263413816472,0.512838062083974,0,2028592,649442,421066,419715,645287,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pallida_Gandangdewata_FMNH218989,2870,4087858,2523532,0.6173237915798445,0.15270026502877546,0.22997594339138003,0.3826762084201555,0,2523532,469868,313293,310924,470241,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pallida_Katopasa_NMV_Z62395_KCR3147,2742,3926705,1982461,0.5048662937501035,0.19875009709158187,0.2963836091583147,0.49513370624989655,0,1982461,582324,391425,389008,581487,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pallida_Mekongga_MWFB8059,2249,3148520,1639365,0.5206779693316225,0.1967206814630366,0.2826013492053409,0.47932203066837753,0,1639365,446075,310100,309279,443701,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pallida_Tompotika_FMNH213366,2956,4157601,1586656,0.38162777043780777,0.24128289366872868,0.37708933589346355,0.6183722295621923,0,1586656,786963,502384,500774,780824,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_parva_Bawakaraeng_MVZ237603_NMV_Z56998,917,1338511,1040477,0.7773391477544824,0.09300782735442592,0.12965302489109168,0.2226608522455176,0,1040477,87168,62044,62448,86374,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_parva_Bawakaraeng_NMV_Z56314_HH925,963,1325406,990403,0.7472449951184769,0.10704569015079153,0.14570931473073157,0.2527550048815231,0,990403,96906,70721,71158,96218,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_parva_Bawakaraeng_NMV_Z56319_HH930,2968,4177184,2074143,0.4965409711422815,0.20028708335567694,0.3031719455020416,0.5034590288577185,0,2074143,634818,419443,417193,631587,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pseudorhoditis_Ambang_LSUMZ39031,2848,4035986,1686477,0.41785997275510867,0.2280567871147224,0.35408324013016895,0.5821400272448913,0,1686477,715804,461220,459214,713271,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pseudorhoditis_Ambang_LSUMZ39311,2928,4136306,1719559,0.41572335315617365,0.22980045480194164,0.35447619204188474,0.5842766468438263,0,1719559,735344,475399,475126,730878,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pseudorhoditis_Buliohuto_LSUMZ38284,2559,3543638,1909914,0.5389698383412753,0.1859619972468971,0.27506816441182763,0.46103016165872474,0,1909914,489045,329687,329295,485697,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_pseudorhoditis_Dako_LSUMZ36980,2561,3560765,2045361,0.5744161718057776,0.1720995347909789,0.2534842934032434,0.4255838281942223,0,2045361,452202,307229,305577,450396,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_quasielongata_Balease_FMNH210546,2850,3939453,2105378,0.5344340952919098,0.18125612870619348,0.2843097760018967,0.4655659047080902,0,2105378,562631,356189,357861,557394,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_quasielongata_Balease_FMNH210559,2993,4150195,1937333,0.46680529469097237,0.20884295798149244,0.3243517473275352,0.5331947053090277,0,1937333,675615,432885,433854,670508,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_quasielongata_Dako_LSUMZ36937,3018,4256534,1623933,0.38151533618667205,0.24270803428329246,0.3757766295300355,0.6184846638133279,0,1623933,801957,517505,515590,797549,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_quasielongata_Katopasa_NMV_Z61792_KCR3120,3105,4342589,1511872,0.34814991701954756,0.2586272843227853,0.3932227986576671,0.6518500829804524,0,1511872,855831,563352,559760,851774,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_quasielongata_Mekongga_MWFB8130,2568,3635318,1664538,0.45787961328279947,0.21988310238609113,0.32223728433110943,0.5421203867172005,0,1664538,587643,401521,397824,583792,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_quasielongata_Tompotika_FMNH213341,2555,3627793,1889720,0.5209007239387694,0.19373238770789844,0.2853668883533322,0.4790992760612306,0,1889720,518319,352914,349907,516933,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_quasielongata_Torompupu_MVZ238107_NMV_Z63366,3060,4271487,1212140,0.2837747135833493,0.2838168534751481,0.43240843294150255,0.7162252864166507,0,1212140,926735,607360,604960,920292,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_quasielongata_Torompupu_NMV_Z61984_KCR3276,3065,4284564,1517240,0.35411771186053004,0.25475007492010854,0.3911322132193614,0.64588228813947,0,1517240,840470,547134,544359,835361,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_rhoditis_Ambang_LSUMZ39038,2882,4070232,1850304,0.45459423443184566,0.21323379109593754,0.3321719744722168,0.5454057655681543,0,1850304,677742,434826,433085,674275,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_rhoditis_Ambang_LSUMZ39050,2876,4043453,1698418,0.4200414843451871,0.22677919095387036,0.3531793247009425,0.5799585156548128,0,1698418,716386,459480,457491,711678,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_rhoditis_Temboan_PARATYPE_FMNH43858,2370,3425596,2467610,0.7203447224950053,0.11130150782520765,0.1683537696797871,0.27965527750499475,0,2467610,288494,191526,189748,288218,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_rhoditis_Temboan_PARATYPE_USNM217552,1459,2156575,1733188,0.8036761995293463,0.07875218807600014,0.11757161239465357,0.1963238004706537,0,1733188,125922,85506,84329,127630,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_rhoditis_Temboan_PARATYPE_USNM217554,1745,2609579,2091079,0.8013089467688083,0.07953888347507394,0.11915216975611775,0.1986910532311917,0,2091079,154161,104792,102771,156776,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_solita_Gandangdewata_FMNH218770,3005,4188642,1356757,0.3239133351573135,0.2657123716946925,0.410374293147994,0.6760866648426865,0,1356757,862182,556003,556971,856729,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_solita_Gandangdewata_FMNH218776,3015,4204190,1076465,0.2560457543545844,0.29010915301163837,0.45384509263377726,0.7439542456454157,0,1076465,955614,610902,608772,952437,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_solita_Gandangdewata_NMV_Z21981_KCR1552,2539,3682800,2297374,0.6238117736504833,0.1493648854132725,0.22682334093624415,0.37618822634951665,0,2297374,418019,276134,273947,417326,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_solita_Latimojong_FMNH213015,3094,4283843,1827084,0.42650582666078096,0.22417628283762966,0.34931789050158935,0.573494173339219,0,1827084,751281,480081,480255,745142,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_solita_Latimojong_FMNH213064,2471,3577536,2334672,0.65259217517308,0.13918182793967693,0.20822599688724305,0.34740782482691995,0,2334672,372224,249371,248557,372712,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_solita_Rorekatimbo_FMNH213202,3251,4493114,2296724,0.5111653076240665,0.19222837435239792,0.2966063180235356,0.48883469237593347,0,2296724,669116,432548,431156,663570,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_tenebrae_Ambang_LSUMZ39025,3081,4308615,1656977,0.38457300083669577,0.2421397595282939,0.3732872396350103,0.6154269991633042,0,1656977,807207,521383,521904,801144,0,0,0,0,0,0,0,0,0,0,0,0
Crocidura_tenebrae_Ambang_LSUMZ39273,2911,4114813,1680258,0.40834370845042045,0.23186229848112175,0.3597939930684578,0.5916562915495795,0,1680258,742463,477707,476363,738022,0,0,0,0,0,0,0,0,0,0,0,0
DIPLOPULCHELLUM_MVZ179157,843,1113698,768821,0.6903316698063569,0.12762436495351523,0.18204396524012795,0.30966833019364315,0,768821,100877,70753,71382,101865,0,0,0,0,0,0,0,0,0,0,0,0
MYOGEATA_FMNH158299,3128,4321538,2030086,0.46976007153008953,0.21109915034878787,0.3191407781211226,0.5302399284699105,0,2030086,690958,456282,455991,688221,0,0,0,0,0,0,0,0,0,0,0,0
PALAWANMUSCORUM_DSB4854,2400,3525950,1602915,0.45460514187665735,0.21239580822189766,0.332999049901445,0.5453948581233427,0,1602915,587568,375414,373483,586570,0,0,0,0,0,0,0,0,0,0,0,0
PARACROSCHOUTEDENI_FMNH167721,2897,3996070,1768403,0.44253554116919874,0.21885702702905604,0.33860743180174524,0.5574644588308013,0,1768403,678008,437811,436757,675091,0,0,0,0,0,0,0,0,0,0,0,0
SCUTITHORI_FMNH219669,2648,3691014,2470036,0.669202555178604,0.1339938022451283,0.19680364257626767,0.33079744482139595,0,2470036,364227,247308,247265,362178,0,0,0,0,0,0,0,0,0,0,0,0
SUNCUSMURINUS_KU164724,3358,4624137,2476494,0.53555809440767,0.18456697974130093,0.2798749258510291,0.46444190559233,0,2476494,649041,427385,426078,645139,0,0,0,0,0,0,0,0,0,0,0,0
