path,locus,ntaxa,chars_count,site_count,conserved_sites,proportion_cons_sites,variable_sites,proportion_var_sites,parsimony_informative_sites,proportion_pars_inf_sites,missing_data,proportion_missing_data,gc_content,at_content,nucleotides,?,-,A,C,G,T,N,R,Y,S,W,K,M,B,D,H,V,.
alignments/esselstyn_2021_nexus_trimmed/uce-15.nex,uce-15,82,126444,1542,1495,0.9695201037613489,47,0.0304798962386511,11,0.007133592736705577,54451,0.43063332384296604,0.22537249691563063,0.3439941792414033,71993,0,54451,21715,14771,13726,21781,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-16.nex,uce-16,77,96712,1256,1057,0.8415605095541401,199,0.15843949044585987,64,0.050955414012738856,34219,0.35382372404665396,0.2920320125734138,0.35414426337993216,62493,0,34219,17964,14374,13869,16286,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-17.nex,uce-17,70,90720,1296,1112,0.8580246913580247,184,0.1419753086419753,78,0.06018518518518518,37794,0.4166005291005291,0.19624118165784832,0.3871582892416226,52926,0,37794,17144,9868,7935,17979,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-18.nex,uce-18,75,98100,1308,1202,0.918960244648318,106,0.08103975535168195,26,0.019877675840978593,50137,0.5110805300713558,0.20681957186544342,0.2820998980632008,47963,0,50137,12473,10651,9638,15201,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-19.nex,uce-19,65,116935,1799,1519,0.8443579766536965,280,0.1556420233463035,97,0.05391884380211229,56364,0.4820113738401676,0.17892846453157737,0.33906016162825503,60571,0,56364,21899,9957,10966,17749,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-23.nex,uce-23,75,102225,1363,1252,0.9185619955979457,111,0.08143800440205429,24,0.01760821716801174,41062,0.40168256297383226,0.1927904133039863,0.40552702372218147,61163,0,41062,20881,10283,9425,20574,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-24.nex,uce-24,70,124250,1775,1624,0.9149295774647888,151,0.08507042253521127,39,0.021971830985915493,48719,0.3921046277665996,0.21194366197183098,0.3959517102615694,75531,0,48719,26188,13229,13105,23009,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-25.nex,uce-25,66,97944,1484,1211,0.8160377358490566,273,0.18396226415094338,129,0.08692722371967655,47120,0.48109123580821694,0.20767989871763456,0.3112288654741485,50824,0,47120,18587,12369,7972,11896,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-29.nex,uce-29,48,45264,943,786,0.8335100742311771,157,0.1664899257688229,20,0.021208907741251327,22375,0.4943221986567692,0.21895987981618947,0.28671792152704134,22889,0,22375,6610,5394,4517,6368,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-33.nex,uce-33,45,41850,930,811,0.8720430107526882,119,0.12795698924731183,36,0.03870967741935484,23117,0.5523775388291517,0.15978494623655914,0.2878375149342891,18733,0,23117,6077,3523,3164,5969,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-34.nex,uce-34,81,148473,1833,1652,0.9012547735951991,181,0.09874522640480088,55,0.03000545553737043,71107,0.478922093579304,0.1967563125955561,0.3243215938251399,77366,0,71107,22844,14236,14977,25309,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-36.nex,uce-36,56,59584,1064,982,0.9229323308270677,82,0.07706766917293233,30,0.02819548872180451,34401,0.5773529806659506,0.18703007518796994,0.23561694414607948,25183,0,34401,7322,5871,5273,6717,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-38.nex,uce-38,62,73036,1178,1042,0.8845500848896435,136,0.11544991511035653,44,0.03735144312393888,40916,0.5602168793471712,0.21496248425434034,0.22482063639848843,32120,0,40916,8012,8229,7471,8408,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-39.nex,uce-39,61,87840,1440,1345,0.9340277777777778,95,0.06597222222222222,26,0.018055555555555554,45816,0.5215846994535519,0.1803620218579235,0.2980532786885246,42024,0,45816,13603,7831,8012,12578,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-42.nex,uce-42,76,139916,1841,1582,0.8593155893536122,259,0.14068441064638784,105,0.057034220532319393,77129,0.5512521798793562,0.15662254495554476,0.29212527516509906,62787,0,77129,20038,11240,10674,20835,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-43.nex,uce-43,46,47242,1027,955,0.9298928919182083,72,0.07010710808179163,28,0.027263875365141188,23499,0.49741755217814654,0.16459929723551078,0.33798315058634265,23743,0,23499,8378,4545,3231,7589,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-45.nex,uce-45,15,9360,624,612,0.9807692307692307,12,0.019230769230769232,1,0.0016025641025641025,4075,0.43536324786324787,0.28728632478632476,0.27735042735042736,5285,0,4075,1562,1207,1482,1034,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-46.nex,uce-46,59,82895,1405,1318,0.9380782918149466,87,0.06192170818505338,23,0.016370106761565837,45557,0.5495747632547199,0.1675975631823391,0.2828276735629411,37338,0,45557,11469,7331,6562,11976,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-47.nex,uce-47,63,99603,1581,1401,0.8861480075901328,180,0.11385199240986717,64,0.04048070841239722,47877,0.48067829282250535,0.21648946316878007,0.3028322440087146,51726,0,47877,16254,11990,9573,13909,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-53.nex,uce-53,66,130944,1984,1777,0.8956653225806451,207,0.10433467741935484,55,0.027721774193548387,72794,0.5559170332355816,0.1800006109481916,0.2640823558162268,58150,0,72794,15898,14102,9468,18682,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-54.nex,uce-54,85,129200,1520,1168,0.7684210526315789,352,0.23157894736842105,70,0.046052631578947366,55601,0.4303482972136223,0.25422600619195046,0.31542569659442726,73599,0,55601,17289,18029,14817,23464,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-55.nex,uce-55,81,137619,1699,1352,0.7957622130665097,347,0.2042377869334903,107,0.062978222483814,63143,0.4588247262369295,0.2029443608804017,0.3382309128826688,74476,0,63143,23459,14503,13426,23088,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-59.nex,uce-59,74,97754,1321,1114,0.8433005299015897,207,0.1566994700984103,63,0.04769114307342922,47628,0.4872230292366553,0.18901528326206601,0.3237616875012787,50126,0,47628,17736,9220,9257,13913,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-61.nex,uce-61,70,127750,1825,1658,0.9084931506849315,167,0.09150684931506849,66,0.03616438356164384,37296,0.2919452054794521,0.2969706457925636,0.4110841487279843,90454,0,37296,27644,21728,16210,24872,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-62.nex,uce-62,70,120540,1722,1609,0.9343786295005807,113,0.06562137049941928,41,0.023809523809523808,59564,0.4941430230628837,0.20020740003318402,0.3056495769039323,60976,0,59564,20954,13207,10926,15889,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-63.nex,uce-63,59,95167,1613,1276,0.7910725356478612,337,0.20892746435213888,69,0.04277743335399876,45886,0.4821629346307018,0.16154759527987642,0.35628947008942174,49281,0,45886,18305,7241,8133,15602,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-65.nex,uce-65,74,94794,1281,1160,0.9055425448868072,121,0.09445745511319281,38,0.02966432474629196,48479,0.5114142245289787,0.17442032196130558,0.3141654535097158,46315,0,48479,12637,8798,7736,17144,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-66.nex,uce-66,65,101075,1555,1310,0.842443729903537,245,0.15755627009646303,48,0.030868167202572346,50025,0.4949295077912441,0.15795201582982935,0.34711847637892657,51050,0,50025,17573,8496,7469,17512,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-67.nex,uce-67,72,104832,1456,1348,0.9258241758241759,108,0.07417582417582418,24,0.016483516483516484,58948,0.5623092185592186,0.2065018315018315,0.23118894993894995,45884,0,58948,12838,10293,11355,11398,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-70.nex,uce-70,75,139425,1859,1751,0.9419042495965573,108,0.05809575040344271,18,0.009682625067240451,72963,0.5233136094674556,0.18645149722072799,0.2902348933118164,66462,0,72963,21005,13892,12104,19461,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-72.nex,uce-72,73,128626,1762,1449,0.822360953461975,313,0.17763904653802498,104,0.05902383654937571,68097,0.5294186245393622,0.18334551334877863,0.2872358621118592,60529,0,68097,19208,11951,11632,17738,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-74.nex,uce-74,72,105696,1468,1341,0.9134877384196185,127,0.08651226158038147,35,0.023841961852861037,47371,0.44818157735392067,0.18853125946109597,0.36328716318498333,58325,0,47371,19222,10697,9230,19176,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-75.nex,uce-75,59,56345,955,806,0.8439790575916231,149,0.15602094240837697,65,0.06806282722513089,27735,0.4922353358771852,0.14753749223533588,0.36022717188747894,28610,0,27735,11244,4289,4024,9053,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-76.nex,uce-76,72,84744,1177,914,0.7765505522514868,263,0.22344944774851316,80,0.06796941376380629,34517,0.4073090720286982,0.210539979231568,0.38215094873973376,50227,0,34517,14137,9984,7858,18248,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-77.nex,uce-77,67,83951,1253,974,0.7773343974461293,279,0.22266560255387072,90,0.07182761372705507,45658,0.543864873557194,0.1985563006992174,0.25757882574358854,38293,0,45658,14000,7982,8687,7624,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-80.nex,uce-80,74,111666,1509,1451,0.9615639496355202,58,0.038436050364479786,20,0.013253810470510271,52049,0.4661132305267494,0.17830852721508786,0.35557824225816276,59617,0,52049,18655,9415,10496,21051,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-81.nex,uce-81,48,46704,973,908,0.9331963001027749,65,0.06680369989722508,8,0.008221993833504625,29224,0.6257279890373415,0.21535628639945187,0.15891572456320657,17480,0,29224,3608,4951,5107,3814,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-83.nex,uce-83,72,107856,1498,1256,0.8384512683578104,242,0.16154873164218958,59,0.03938584779706275,47721,0.44245104583889633,0.23503560302625723,0.32251335113484647,60135,0,47721,18296,11223,14127,16489,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-84.nex,uce-84,63,100548,1596,1358,0.8508771929824561,238,0.14912280701754385,65,0.040726817042606514,45121,0.44875084536738674,0.16921271432549628,0.382036440307117,55427,0,45121,17574,8509,8505,20839,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-85.nex,uce-85,84,146076,1739,1506,0.8660149511213341,233,0.1339850488786659,80,0.04600345025876941,70233,0.48079766696787973,0.20157999945233987,0.31762233357978037,75843,0,70233,23392,15706,13740,23005,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-87.nex,uce-87,46,38456,836,738,0.8827751196172249,98,0.11722488038277512,17,0.02033492822966507,17809,0.46310068649885583,0.19822654462242562,0.33867276887871856,20647,0,17809,6526,4127,3496,6498,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-88.nex,uce-88,75,84600,1128,1033,0.9157801418439716,95,0.08421985815602837,39,0.034574468085106384,45466,0.5374231678486998,0.1959338061465721,0.2666430260047281,39134,0,45466,11109,8502,8074,11449,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-90.nex,uce-90,65,83395,1283,1066,0.8308651597817615,217,0.1691348402182385,56,0.043647700701480906,43302,0.519239762575694,0.22503747227051982,0.2557227651537862,40093,0,43302,11123,9464,9303,10203,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-93.nex,uce-93,68,118524,1743,1505,0.8634538152610441,238,0.13654618473895583,56,0.0321285140562249,70630,0.595913064020789,0.1990904795653201,0.20499645641389086,47894,0,70630,12844,11080,12517,11453,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-94.nex,uce-94,81,112914,1394,1270,0.9110473457675753,124,0.08895265423242468,19,0.013629842180774749,55439,0.4909842889278566,0.1743627893795278,0.3346529216926156,57475,0,55439,17141,9279,10409,20646,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-95.nex,uce-95,59,103073,1747,1404,0.8036634230108758,343,0.1963365769891242,83,0.04751001717229536,59303,0.5753495095708867,0.16563988629417986,0.2590106041349335,43770,0,59303,14392,8012,9061,12305,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-97.nex,uce-97,79,105544,1336,1139,0.8525449101796407,197,0.1474550898203593,84,0.06287425149700598,48922,0.46352232244372016,0.22588683392708253,0.3105908436291973,56622,0,48922,16726,11686,12155,16055,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-98.nex,uce-98,62,80166,1293,1177,0.9102861562258314,116,0.0897138437741686,27,0.02088167053364269,37649,0.46963800114761867,0.24399371304543074,0.28636828580695056,42517,0,37649,11854,10611,8949,11103,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-99.nex,uce-99,64,100352,1568,1490,0.9502551020408163,78,0.04974489795918367,11,0.00701530612244898,49611,0.4943698182397959,0.16501913265306123,0.34061104910714285,50741,0,49611,18254,9781,6779,15927,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-101.nex,uce-101,83,126160,1520,1367,0.8993421052631579,153,0.1006578947368421,42,0.02763157894736842,55224,0.4377298668357641,0.2211873811033608,0.34108275206087507,70936,0,55224,22666,12653,15252,20365,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-102.nex,uce-102,41,27552,672,615,0.9151785714285714,57,0.08482142857142858,14,0.020833333333333332,11823,0.4291158536585366,0.2627395470383275,0.30814459930313587,15729,0,11823,4041,3002,4237,4449,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-103.nex,uce-103,52,102388,1969,1727,0.8770949720670391,242,0.12290502793296089,38,0.019299136617572373,46861,0.4576805875688557,0.19635113489862094,0.34596827753252335,55527,0,46861,17552,9307,10797,17871,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-105.nex,uce-105,73,84169,1153,1025,0.8889852558542931,128,0.11101474414570685,34,0.029488291413703384,49752,0.5910964844538963,0.12478465943518398,0.2841188561109197,34417,0,49752,11583,5524,4979,12331,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-106.nex,uce-106,77,127204,1652,1504,0.910411622276029,148,0.08958837772397095,36,0.021791767554479417,61716,0.48517342221942705,0.21829502216911417,0.2965315556114588,65488,0,61716,21170,12460,15308,16550,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-110.nex,uce-110,69,153870,2230,1816,0.8143497757847533,414,0.18565022421524663,120,0.053811659192825115,93174,0.6055371417430299,0.12606745954377072,0.26839539871319945,60696,0,93174,23560,10760,8638,17738,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-111.nex,uce-111,64,65472,1023,886,0.8660801564027371,137,0.13391984359726294,39,0.03812316715542522,31598,0.4826185239491691,0.20924975562072337,0.3081317204301075,33874,0,31598,11561,7190,6510,8613,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-114.nex,uce-114,77,104335,1355,1192,0.8797047970479704,163,0.12029520295202951,37,0.02730627306273063,55421,0.5311832079359755,0.1839938659126851,0.2848229261513394,48914,0,55421,13657,9360,9837,16060,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-115.nex,uce-115,81,137133,1693,1504,0.8883638511518015,189,0.11163614884819846,64,0.03780271707028943,62833,0.45819022408902305,0.24049645234917927,0.3013133235617977,74300,0,62833,19420,16470,16510,21900,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-117.nex,uce-117,69,105984,1536,1466,0.9544270833333334,70,0.045572916666666664,29,0.018880208333333332,55293,0.5217108242753623,0.16430782004830918,0.3139813556763285,50691,0,55293,17438,9156,8258,15839,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-119.nex,uce-119,72,115632,1606,1291,0.8038605230386052,315,0.19613947696139478,125,0.07783312577833126,53850,0.46570153590701535,0.20021274387712745,0.3340857202158572,61782,0,53850,18256,12186,10965,20375,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-120.nex,uce-120,75,100200,1336,1255,0.9393712574850299,81,0.06062874251497006,13,0.009730538922155689,39682,0.39602794411177644,0.2520558882235529,0.35191616766467065,60518,0,39682,17391,13198,12058,17871,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-121.nex,uce-121,73,106872,1464,1399,0.9556010928961749,65,0.04439890710382514,14,0.009562841530054645,55873,0.522802979264915,0.14503331087656263,0.33216370985852234,50999,0,55873,15136,7207,8293,20363,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-124.nex,uce-124,69,90183,1307,1069,0.8179035960214232,238,0.1820964039785769,64,0.04896710022953328,45172,0.5008926294312676,0.1822959981371212,0.3168113724316113,45011,0,45172,15416,8535,7905,13155,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-125.nex,uce-125,72,99432,1381,1169,0.8464880521361332,212,0.15351194786386677,78,0.056480811006517015,49714,0.49997988575106606,0.23153511947863867,0.2684849947702953,49718,0,49714,14458,12507,10515,12238,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-127.nex,uce-127,43,71982,1674,1427,0.8524492234169654,247,0.14755077658303464,76,0.04540023894862605,34046,0.47297935595009866,0.187060654052402,0.3399599899974994,37936,0,34046,10672,6877,6588,13799,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-128.nex,uce-128,68,103632,1524,1221,0.8011811023622047,303,0.19881889763779528,104,0.06824146981627296,49761,0.4801702176933766,0.16878956306932222,0.3510402192373012,53871,0,49761,19847,9206,8286,16532,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-129.nex,uce-129,78,140634,1803,1379,0.7648363838047698,424,0.23516361619523019,161,0.08929561841375486,61762,0.4391683376708335,0.18476328626079042,0.37606837606837606,78872,0,61762,26210,13755,12229,26678,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-132.nex,uce-132,61,68503,1123,942,0.8388245770258237,181,0.1611754229741763,45,0.04007123775601069,35670,0.520707122315811,0.20321737734113834,0.2760755003430507,32833,0,35670,8728,6877,7044,10184,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-134.nex,uce-134,66,93390,1415,1274,0.9003533568904594,141,0.09964664310954063,63,0.04452296819787986,50726,0.5431630795588392,0.20404754256344362,0.2527893778777171,42664,0,50726,12384,10626,8430,11224,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-136.nex,uce-136,73,114610,1570,1299,0.8273885350318472,271,0.17261146496815286,96,0.061146496815286625,47540,0.4147980106447954,0.2672890672716168,0.31791292208358785,67070,0,47540,18807,15917,14717,17629,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-139.nex,uce-139,59,62540,1060,971,0.9160377358490566,89,0.08396226415094339,29,0.027358490566037737,30275,0.48409018228333867,0.19166933162775823,0.3242404860889031,32265,0,30275,11587,5708,6279,8691,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-142.nex,uce-142,4,3300,825,542,0.656969696969697,283,0.343030303030303,16,0.019393939393939394,1072,0.32484848484848483,0.2675757575757576,0.4075757575757576,2228,0,1072,664,362,521,681,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-143.nex,uce-143,39,27573,707,625,0.884016973125884,82,0.11598302687411598,3,0.004243281471004243,13603,0.4933449388894933,0.1846008776701846,0.32205418344032205,13970,0,13603,5440,2742,2348,3440,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-144.nex,uce-144,67,74303,1109,948,0.8548241659152389,161,0.14517583408476104,53,0.047790802524797116,36929,0.49700550448837866,0.21004535483089512,0.2929491406807262,37374,0,36929,12272,7936,7671,9495,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-146.nex,uce-146,82,128904,1572,1419,0.9026717557251909,153,0.09732824427480916,47,0.02989821882951654,55444,0.43011853782659965,0.23608266617017315,0.3337987960032272,73460,0,55444,22567,14263,16169,20461,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-147.nex,uce-147,51,58956,1156,998,0.8633217993079585,158,0.13667820069204153,38,0.0328719723183391,29749,0.5045966483479205,0.18157609064387,0.3138272610082095,29207,0,29749,10570,5356,5349,7932,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-148.nex,uce-148,58,140302,2419,2096,0.8664737494832575,323,0.13352625051674247,119,0.04919388176932617,89572,0.638422830750809,0.1554788955253667,0.20609827372382433,50730,0,89572,12814,10649,11165,16102,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-149.nex,uce-149,69,98532,1428,1336,0.9355742296918768,92,0.06442577030812324,38,0.02661064425770308,51297,0.5206125928632322,0.20692769861567817,0.2724597085210896,47235,0,51297,14041,10151,10238,12805,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-153.nex,uce-153,71,77532,1092,972,0.8901098901098901,120,0.10989010989010989,38,0.0347985347985348,35902,0.46306041376463913,0.1790744466800805,0.3578651395552804,41630,0,35902,13691,6582,7302,14055,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-154.nex,uce-154,80,125680,1571,1464,0.9318905155951623,107,0.06810948440483769,12,0.0076384468491406746,63487,0.5051479949077021,0.1475652450668364,0.3472867600254615,62193,0,63487,19042,8328,10218,24605,0,0,0,0,0,0,0,0,0,0,0,0
alignments/esselstyn_2021_nexus_trimmed/uce-157.nex,uce-157,74,123432,1668,1579,0.9466426858513189,89,0.053357314148681056,19,0.011390887290167866,64543,0.5229032989824357,0.19511958001166635,0.281977121005898,58889,0,64543,19417,14347,9737,15388,0,0,0,0,0,0,0,0,0,0,0,0
